31
98.3076, 96.9076, 138.042
109.717, 101.26, 149.303
122.605, 106.612, 162.475
137.523, 114.241, 178.784
48.7184, 124.874, 134.041
54.7448, 115.593, 127.902
67.29, 106.648, 126.102
82.7267, 99.2443, 129.202
228.274, 68.2351, 238.254
232.696, 68.971, 242.703
229.513, 78.9099, 242.699
225.765, 76.2252, 238.286
224.355, 74.9439, 236.541
224.67, 71.8568, 235.881
225.47, 70.2649, 236.165
226.433, 69.5299, 236.868
33.0745, 130.443, 134.571
28.9156, 130.611, 133.774
29.2962, 130.587, 133.833
118.948, 60.0537, 133.248
128.911, 60.6618, 142.471
117.768, 89.8152, 148.108
112.74, 82.7768, 139.865
112.142, 79.7652, 137.616
112.49, 68.7814, 131.852
113.008, 63.0622, 129.413
176.971, 79.9389, 194.188
191.285, 81.7333, 208.015
197.299, 82.828, 213.98
150.523, 116.673, 190.446
176.128, 80.2332, 193.542
22
154.289, 167.46, 139.083
154.488, 172.519, 135.653
235.318, 74.7967, 185.719
233.782, 76.8288, 183.908
233.341, 77.1122, 183.689
229.513, 78.9099, 182.488
225.765, 76.2252, 185.772
224.355, 74.9439, 187.288
242.886, 182.549, 78.1309
240.405, 199.415, 62.4196
236.957, 202.455, 60.6894
228.143, 207.834, 59.7507
222.149, 209.305, 61.8675
216.235, 207.946, 66.5988
209.825, 204.846, 73.1495
205.14, 199.935, 79.935
197.924, 208.964, 78.9551
206.609, 224.059, 62.9736
206.572, 224.654, 62.6767
203.514, 237.149, 59.634
196.88, 243.639, 63.9914
181.988, 245.767, 78.1403
0
19
51
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
109.717, 101.26, 12.2111
82.7267, 99.2443, 15.7551
228.274, 68.2351, 133.091
132.269, 87.0703, 35.3576
125.795, 88.7622, 28.6689
117.768, 89.8152, 20.7127
112.74, 82.7768, 20.1983
112.142, 79.7652, 22.0285
112.49, 68.7814, 31.4996
113.008, 63.0622, 36.9
176.971, 79.9389, 80.4724
150.523, 116.673, 55.8313
152.035, 107.094, 54.6848
153.494, 101.071, 55.343
158.619, 93.583, 60.4031
164.655, 85.3108, 67.3535
176.128, 80.2332, 79.5867
49
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
122.605, 106.612, 13.9549
98.3076, 96.9076, 12.2111
132.269, 87.0703, 26.6454
125.795, 88.7622, 20.3647
117.768, 89.8152, 13.9936
112.74, 82.7768, 18.7292
112.142, 79.7652, 21.6316
112.49, 68.7814, 32.5972
176.971, 79.9389, 70.5529
150.523, 116.673, 43.6202
152.035, 107.094, 42.719
153.494, 101.071, 43.7776
158.619, 93.583, 49.5016
164.655, 85.3108, 57.207
176.128, 80.2332, 69.6607
46
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
137.523, 114.241, 16.7561
109.717, 101.26, 13.9549
136.519, 80.9301, 29.2092
132.269, 87.0703, 21.8009
125.795, 88.7622, 18.1326
117.768, 89.8152, 17.4792
112.74, 82.7768, 25.7958
150.523, 116.673, 29.6761
152.035, 107.094, 29.4347
153.494, 101.071, 31.3822
158.619, 93.583, 38.2989
164.655, 85.3108, 47.138
52
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
150.028, 130.352, 20.394
122.605, 106.612, 16.7561
137.911, 73.2696, 40.9736
136.519, 80.9301, 33.3264
132.269, 87.0703, 27.6743
125.795, 88.7622, 28.0488
117.768, 89.8152, 31.4149
205.14, 199.935, 109.158
199.18, 192.15, 99.3545
198.239, 190.159, 97.2106
196.617, 185.307, 92.4254
164.909, 144.096, 40.5127
154.483, 132.077, 24.6117
150.523, 116.673, 13.2257
152.035, 107.094, 16.177
153.494, 101.071, 20.7007
158.619, 93.583, 29.5266
164.655, 85.3108, 39.6628
50
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
152.829, 136.187, 6.47243
137.523, 114.241, 20.394
137.911, 73.2696, 58.354
136.519, 80.9301, 51.2345
132.269, 87.0703, 46.783
125.795, 88.7622, 48.1344
205.14, 199.935, 88.7646
199.18, 192.15, 78.9616
198.239, 190.159, 76.8193
196.617, 185.307, 72.0461
196.496, 178.23, 66.7204
168.878, 148.377, 26.081
164.909, 144.096, 20.257
154.483, 132.077, 4.77712
150.523, 116.673, 13.6876
197.924, 208.964, 92.0539
52
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
154.289, 167.46, 31.3072
150.028, 130.352, 6.47243
137.911, 73.2696, 64.6614
136.519, 80.9301, 57.6132
132.269, 87.0703, 53.2458
205.14, 199.935, 82.4637
199.18, 192.15, 72.6656
198.239, 190.159, 70.5342
196.617, 185.307, 65.8044
196.496, 178.23, 60.6173
168.878, 148.377, 20.1534
164.909, 144.096, 14.4388
154.483, 132.077, 4.42996
150.523, 116.673, 19.6494
180.108, 206.053, 75.0029
197.924, 208.964, 85.616
164.818, 226.66, 91.2643
174.609, 212.102, 78.9779
52
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
152.829, 136.187, 31.3072
154.488, 172.519, 5.06347
